Days,Tag,Video,VideoLength,Timelapse or Video,TimeofBite,FishCount,Length,AgePhase,Fish,Coral Code,Coral,Genotype,InteractionType,Predation,Bites,Notes,VideoLength_seconds,video_duration_seconds
0,B091,GX030002,08:53:00,Timelapse,0.15,A,15,Initial,Sparisoma aurofrenatum,NA,Porites astreoides,PAST02,Bite,Y,2,NA,533,7995
0,B091,GX030002,08:53:00,Timelapse,0.16,A,15,Initial,Sparisoma aurofrenatum,NA,Acropora palmata,5F,Bite,Y,1,NA,533,7995
0,B091,GX030002,08:53:00,Timelapse,0.28,A,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria strigosa,PSTR05,Bite,Y,2,NA,533,7995
0,B091,GX030002,08:53:00,Timelapse,1:02,B,12,Initial,Sparisoma aurofrenatum,NA,Porites astreoides,PAST02,Bite,Y,2,NA,533,7995
0,B091,GX030002,08:53:00,Timelapse,3:54,C,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria clivosa,PCLI01,Bite,Y,1,NA,533,7995
0,B091,GX030002,08:53:00,Timelapse,4:29,C,15,Initial,Sparisoma aurofrenatum,NA,Porites astreoides,PAST02,Bite,Y,2,NA,533,7995
0,B091,GX030002,08:53:00,Timelapse,4:58,C,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria strigosa,PSTR05,Bite,Y,1,NA,533,7995
0,B091,GX030002,08:53:00,Timelapse,7:55,D,10,Initial,Sparisoma aurofrenatum,NA,Montastraea cavernosa,MCAV06,Bite,Y,2,NA,533,7995
1,B091,GX010003,08:53:00,Timelapse,7:09,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI01,Bite,Y,2,NA,533,7995
2,B091,GX010005,08:41:00,Timelapse,1:46,A,15,NA,Stegastes diencaeus,NA,Acropora palmata,6C,Bite,Y,1,NA,521,7815
0,B092,GX020003,08:53:00,Timelapse,2:50,A,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria clivosa,PCLI01,Bite,Y,1,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,2:56,A,15,Initial,Sparisoma aurofrenatum,NA,Orbicella faveolata,OFAV05,Bite,Y,1,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,2:57,A,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria clivosa,PCLI01,Bite,Y,1,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,3:01,A,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria clivosa,PCLI01,Bite,Y,4,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,3:05,A,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria clivosa,PCLI04,Bite,Y,1,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,3:14,A,15,Initial,Sparisoma aurofrenatum,NA,Porites astreoides,PAST01,Bite,Y,2,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,4:03,A,15,Initial,Sparisoma aurofrenatum,NA,Porites astreoides,PAST01,Bite,Y,1,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,4:33,A,15,Initial,Sparisoma aurofrenatum,NA,Montastraea cavernosa,MCAV05,Bite,Y,1,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,4:34,A,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria clivosa,PCLI01,Bite,Y,1,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,4:42,A,15,Initial,Sparisoma aurofrenatum,NA,Orbicella faveolata,OFAV04,Bite,Y,1,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,5:18,A,15,Initial,Sparisoma aurofrenatum,NA,Orbicella faveolata,OFAV05,Bite,Y,1,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,5:24,A,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria clivosa,PCLI01,Bite,Y,1,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,7:00,A,15,Initial,Sparisoma aurofrenatum,NA,Montastraea cavernosa,MCAV05,Bite,Y,1,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,7:35,B,15,Initial,Sparisoma aurofrenatum,NA,Porites porites,PPOR01,Bite,Y,1,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,7:56,B,15,Initial,Sparisoma aurofrenatum,NA,Orbicella faveolata,OFAV04,Bite,Y,4,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,8:36,B,15,Initial,Sparisoma aurofrenatum,NA,Porites porites,PPOR01,Bite,Y,1,NA,533,7995
0,B092,GX020003,08:53:00,Timelapse,8:42,B,15,Initial,Sparisoma aurofrenatum,NA,Porites astreoides,PAST01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,3:16,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,2,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,3:16,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria strigosa,PSTR06,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,3:17,B,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI04,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,3:18,A,15,NA,Chaetodon capistratus,NA,Montastraea cavernosa,MCAV01,Bite,Y,2,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,3:21,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria strigosa,PSTRI01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,3:23,A,15,NA,Chaetodon capistratus,NA,Montastraea cavernosa,MCAV06,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,3:27,A,15,NA,Chaetodon capistratus,NA,Montastraea cavernosa,MCAV01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,3:28,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,2,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,3:48,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI02,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,3:48,A,15,NA,Chaetodon capistratus,NA,Montastraea cavernosa,MCAV01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,3:49,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,6,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,4:08,A,15,NA,Chaetodon capistratus,NA,Montastraea cavernosa,MCAV05,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,4:28,A,15,NA,Chaetodon capistratus,NA,Montastraea cavernosa,MCAV06,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,4:28,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,4:40,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI02,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,6:31,A,15,NA,Chaetodon capistratus,NA,Montastraea cavernosa,MCAV01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,6:45,A,15,NA,Chaetodon capistratus,NA,Montastraea cavernosa,MCAV06,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,6:46,B,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI04,Bite,Y,2,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,6:48,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,8:40,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,8:41,B,15,NA,Chaetodon capistratus,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,3,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,8:50,A,15,NA,Chaetodon capistratus,NA,Montastraea cavernosa,MCAV05,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,8:52,B,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI04,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,0.05,A,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria clivosa,PCLI01,Bite,Y,4,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,1:09,B,17,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria strigosa,PSTR05,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,1:14,B,17,Initial,Sparisoma aurofrenatum,NA,Montastraea cavernosa,MCAV01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,1:15,B,17,Initial,Sparisoma aurofrenatum,NA,Porites astreoides,PAST01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,2:05,C,13,Initial,Sparisoma aurofrenatum,NA,Acropora palmata,8A,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,2:29,B,17,Initial,Sparisoma aurofrenatum,NA,Porites astreoides,PAST03,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,2:57,C,13,Initial,Sparisoma aurofrenatum,NA,Diploria labyrinthiformis,DLAB01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,4:14,C,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria clivosa,PCLI01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,4:55,D,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria clivosa,PCLI01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,5:32,D,15,Initial,Sparisoma aurofrenatum,NA,Montastraea cavernosa,MCAV05,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,6:19,D,15,Initial,Sparisoma aurofrenatum,NA,Orbicella faveolata,OFAV04,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,6:20,E,12,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria clivosa,PCLI01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,6:20,E,12,Initial,Sparisoma aurofrenatum,NA,Acropora palmata,4E,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,7:32,F,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,1,NA,533,7995
0,B092,GX030003,08:53:00,Timelapse,8:32,G,12,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria strigosa,PSTR06,Bite,Y,1,NA,533,7995
0,B092,GX040003,09:40:00,Timelapse,4:03,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI04,Bite,Y,2,NA,580,8700
0,B092,GX040003,09:40:00,Timelapse,4:04,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,1,NA,580,8700
0,B092,GX040003,09:40:00,Timelapse,4:04,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria strigosa,PSTR06,Bite,Y,2,NA,580,8700
0,B092,GX040003,09:40:00,Timelapse,4:05,A,15,NA,Chaetodon capistratus,NA,Diploria labyrinthiformis,DLAB01,Bite,Y,1,NA,580,8700
0,B092,GX040003,09:40:00,Timelapse,4:07,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI02,Bite,Y,1,NA,580,8700
0,B092,GX040003,09:40:00,Timelapse,5:04,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,1,NA,580,8700
0,B092,GX040003,09:40:00,Timelapse,0:13,A,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria strigosa,PSTR06,Bite,Y,2,NA,580,8700
0,B092,GX040003,09:40:00,Timelapse,0:18,A,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria strigosa,PSTR06,Bite,Y,1,NA,580,8700
0,B092,GX040003,09:40:00,Timelapse,0:53,A,15,Initial,Sparisoma aurofrenatum,NA,Acropora palmata,5F,Bite,Y,4,NA,580,8700
0,B092,GX040003,09:40:00,Timelapse,3:32,B,15,Initial,Sparisoma aurofrenatum,NA,Porites astreoides,PAST01,Bite,Y,1,NA,580,8700
1,B092,GX010003,08:03:00,Timelapse,2:14,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI04,Bite,Y,1,NA,483,7245
1,B092,GX010003,08:03:00,Timelapse,2:36,B,15,NA,Chaetodon capistratus,NA,Acropora palmata,3B,Bite,Y,1,NA,483,7245
1,B092,GX010003,08:03:00,Timelapse,4:11,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI04,Bite,Y,1,NA,483,7245
1,B092,GX010003,08:03:00,Timelapse,7:45,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI02,Bite,Y,1,NA,483,7245
1,B092,GX010003,08:03:00,Timelapse,0:30,A,15,Initial,Sparisoma aurofrenatum,NA,Acropora palmata,5F,Bite,Y,1,NA,483,7245
1,B092,GX010003,08:03:00,Timelapse,0:31,A,15,Initial,Sparisoma aurofrenatum,NA,Montastraea cavernosa,MCAV06,Bite,Y,2,NA,483,7245
1,B092,GX010003,08:03:00,Timelapse,0:34,A,15,Initial,Sparisoma aurofrenatum,NA,Montastraea cavernosa,MCAV01,Bite,Y,1,NA,483,7245
1,B092,GX010003,08:03:00,Timelapse,5:51,B,15,Initial,Sparisoma aurofrenatum,NA,Porites astreoides,PAST01,Bite,Y,1,NA,483,7245
1,B092,GX010003,08:03:00,Timelapse,5:54,B,15,Initial,Sparisoma aurofrenatum,NA,Montastraea cavernosa,MCAV06,Bite,Y,2,NA,483,7245
1,B092,GX010003,08:03:00,Timelapse,8:00,B,15,Initial,Sparisoma aurofrenatum,NA,Pseudodiploria clivosa,PCLI01,Bite,Y,1,NA,483,7245
1,B092,GX010003,08:03:00,Timelapse,8:02,B,15,Initial,Sparisoma aurofrenatum,NA,Montastraea cavernosa,MCAV06,Bite,Y,1,NA,483,7245
7,B093,GX010001,11:51:00,Video,7:02,A,12,Initial,Sparisoma aurofrenatum,NA,Diploria labyrinthiformis,DLAB01,Bite,Y,1,NA,711,711
7,B094,GX050010,11:51:00,Video,11:04,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI04,Bite,Y,1,NA,711,711
7,B094,GX050010,11:51:00,Video,11:04,B,15,NA,Chaetodon capistratus,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,2,NA,711,711
7,B094,GX050010,11:51:00,Video,11:05,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,2,NA,711,711
14,B095,GX010014,08:53:00,Timelapse,1:46,A,15,Terminal,Stegastes diencaeus,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,1,NA,533,7995
14,B095,GX010014,08:53:00,Timelapse,4:15,B,12,Terminal,Stegastes diencaeus,NA,Diploria labyrinthiformis,DLAB01,Bite,Y,1,NA,533,7995
7,B096,GX010011,08:33:00,Timelapse,4:26,A,15,NA,Chaetodon capistratus,NA,Diploria labyrinthiformis,DLAB01,Bite,Y,1,NA,513,7695
7,B096,GX010011,08:33:00,Timelapse,5:13,A,2,Juvenile,Sparisoma aurofrenatum,NA,Acropora palmata,5F,Bite,Y,1,NA,513,7695
7,B096,GX010011,08:33:00,Timelapse,5:46,B,2,Juvenile,Sparisoma aurofrenatum,NA,Diploria labyrinthiformis,DLAB01,Bite,Y,2,NA,513,7695
7,B096,GX010011,08:33:00,Timelapse,7:17,C,2,Juvenile,Sparisoma aurofrenatum,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,1,NA,513,7695
7,B096,GX010011,08:33:00,Timelapse,0:33,A,18,Initial,Sparisoma viride,NA,Orbicella faveolata,OFAV01,Bite,Y,1,NA,513,7695
7,B096,GX010011,08:33:00,Timelapse,5:46,A,18,Initial,Sparisoma viride,NA,Orbicella faveolata,OFAV01,Bite,Y,1,NA,513,7695
7,B096,GX010011,08:33:00,Timelapse,1:50,A,15,Initial,Scarus iseri,NA,Diploria labyrinthiformis,DLAB01,Bite,Y,1,NA,513,7695
7,B096,GX010011,08:33:00,Timelapse,1:39,A,13,Terminal,Stegastes planifrons,NA,Diploria labyrinthiformis,DLAB02,Bite,Y,1,NA,513,7695
14,B097,GX010002,05:20:00,Timelapse,5:09,A,2,Juvenile,Sparisoma aurofrenatum,NA,Porites astreoides,PAST01,Bite,Y,1,NA,320,4800
14,B097,GX010002,05:20:00,Timelapse,1:38,A,20,Initial,Sparisoma viride,NA,Orbicella faveolata,OFAV05,Bite,Y,2,NA,320,4800
14,B097,GX020002,00:52:00,Timelapse,0:40,A,15,NA,Chaetodon capistratus,NA,Pseudodiploria clivosa,PCLI04,Bite,Y,1,NA,52,780
7,B098,GX020010,11:51:00,Video,5:10,A,15,Terminal,Stegastes diencaeus,NA,Porites astreoides,PAST01,Bite,Y,1,NA,711,711
7,B098,GX020010,11:51:00,Video,5:12,A,15,Terminal,Stegastes diencaeus,NA,Porites astreoides,PAST02,Bite,Y,1,NA,711,711
7,B098,GX020010,11:51:00,Video,10:29,A,15,Terminal,Stegastes diencaeus,NA,Pseudodiploria strigosa,PSTR05,Bite,Y,1,NA,711,711
14,B098,GH011593,10:50:00,Timelapse,5:06,A,15,Terminal,Stegastes diencaeus,NA,Montastraea cavernosa,MCAV06,Bite,Y,1,NA,650,9750
14,B098,GH011593,10:50:00,Timelapse,5:49,A,15,Terminal,Stegastes diencaeus,NA,Montastraea cavernosa,MCAV05,Bite,Y,1,NA,650,9750
14,B099,GX010012,08:33:00,Timelapse,1:44,A,2,Juvenile,Sparisoma aurofrenatum,NA,Orbicella faveolata,OFAV01,Bite,Y,1,NA,513,7695
14,B099,GX010012,08:33:00,Timelapse,1:54,A,25,Initial,Sparisoma viride,NA,Orbicella faveolata,OFAV05,Bite,Y,5,NA,513,7695
14,B099,GX010012,08:33:00,Timelapse,1:56,A,25,Initial,Sparisoma viride,NA,Pseudodiploria clivosa,PCLI02,Bite,Y,3,NA,513,7695
14,B099,GX010012,08:33:00,Timelapse,2:43,A,25,Initial,Sparisoma viride,NA,Pseudodiploria strigosa,PSTR01,Bite,Y,1,big bite,513,7695
7,B100,GX010010,11:51:00,Video,11:08,A,18,Initial,Sparisoma viride,NA,Diploria labyrinthiformis,DLAB02,Bite,Y,2,NA,711,711
7,B100,GX020010,11:52:00,Video,1:17,A,18,Initial,Sparisoma viride,NA,Orbicella faveolata,OFAV01,Bite,Y,1,NA,712,712
7,B100,GX030010,11:52:00,Video,3:48,A,18,Initial,Sparisoma viride,NA,Orbicella faveolata,OFAV05,Bite,Y,1,NA,712,712
7,B100,GX050010,11:52:00,Video,4:29,A,16,Initial,Sparisoma viride,NA,Pseudodiploria clivosa,PCLI02,Bite,Y,1,NA,712,712
7,B100,GX050010,11:52:00,Video,5:16,A,16,Initial,Sparisoma viride,NA,Montastraea cavernosa,MCAV07,Bite,Y,1,NA,712,712
